Microarray_ID	Gene_name	Locus	5 min_b1t1	5 min_b1t2	5 min_b2t1	5 min_b2t2	15 min_b1t1	15 min_b1t2	15 min_b2t1	15 min_b2t2	30 min_b1t1	30 min_b2t1	60 min_b1t1	60 min_b1t2	60 min_b2t1	60 min_b2t2	Probe position	Description	Function	AUC
A_07_P000590	secG	b3175	0.95	0.86	1.23	1.12	2.20	1.89	1.37	1.43	1.51	1.51	3.69	3.78	0.99	1.02	chr:3320325-3320266	preprotein translocase membrane subunit	protein export - membrane protein [b3175]	37.436
A_07_P000591	glmM	b3176	0.90	1.14	0.82	1.32	1.36	1.68	1.24	1.67	0.88	1.69	0.90	1.23	0.63	1.06	chr:3321357-3321298	phosphoglucosamine mutase	similar to phosphoglucomutases and phosphomannomutases [b3176]	11.948
A_07_P000598	folP	b3177	1.48	1.53	1.38	1.97	2.02	2.04	2.18	2.84	2.20	2.53	1.20	1.38	1.43	1.81	chr:3322362-3322303	"7,8-dihydropteroate synthase"	"7,8-dihydropteroate synthase [b3177]"	53.597
A_07_P000601	hflB	b3178	0.78	0.69	0.91	0.83	0.68	0.64	0.83	0.90	0.73	0.92	1.15	1.00	0.87	0.75	chr:3323238-3323179	"protease, ATP-dependent zinc-metallo"	"degrades sigma32, integral membrane peptidase, cell division protein [b3178]"	-14.592
A_07_P000609	rrmJ	b3179	0.89	1.04	0.65	0.69	0.56	0.66	0.62	0.70	1.09	0.86	0.90	1.14	1.25	1.27	chr:3325177-3325118	23S rRNA methyltransferase	cell division protein [b3179]	-8.295
A_07_P000614	yhbY	b3180	1.42	1.43	1.36	1.31	1.18	1.22	1.30	1.23	1.35	1.24	1.87	1.85	1.98	1.96	chr:3326032-3326091	predicted RNA-binding protein	"orf, hypothetical protein [b3180]"	28.546
A_07_P000616	greA	b3181	0.92	1.02	0.52	0.69	0.69	0.66	0.48	0.57	0.65	0.89	1.83	1.81	1.29	1.70	chr:3326404-3326345	transcription elongation factor	transcription elongation factor: cleaves 3 nucleotide of paused mRNA [b3181]	-9.414
A_07_P000621	dacB	b3182	1.84	1.60	1.62	1.48	2.01	1.76	1.95	1.60	2.34	1.46	1.88	1.66	3.45	2.53	chr:3328343-3328402	D-alanyl-D-alanine carboxypeptidase	"D-alanyl-D-alanine carboxypeptidase, fraction B; penicillin-binding protein 4 [b3182]"	52.091
A_07_P000626	yeiC	b2166	0.16	0.18	0.15	0.07					0.01	0.01	0.01	0.01	0.06	0.01	chr:2256438-2256379	predicted kinase	putative kinase [b2166]	NaN
A_07_P000634	fruA	b2167	3.40	4.09	2.18	2.88	0.83	1.02	0.54	0.72	0.92	0.58	0.73	0.77	0.66	0.69	chr:2258460-2258401	fused fructose-specific PTS enzymes: IIBcomponent/IIC components	"PTS system, fructose-specific transport protein [b2167]"	-14.560
A_07_P000638	fruK	b2168	2.18	2.27	1.72	2.10	0.24	0.23	0.17	0.18	0.21	0.13	0.22	0.29	0.15	0.21	chr:2259911-2259852	fructose-1-phosphate kinase	fructose-1-phosphate kinase [b2168]	-115.381
A_07_P000645	fruB	b2169	3.96	4.77	2.06	2.90	0.18	0.22	0.12	0.19	0.12	0.10	0.18	0.38	0.13	0.20	chr:2260587-2260528	fused fructose-specific PTS enzymes: IIA component/HPr component	"PTS system, fructose-specific IIA/fpr component [b2169]"	-129.343
A_07_P000646	setB	b2170	2.24	3.45		1.59	1.58	1.94	1.08		2.14	1.12	1.21	2.48	1.80	3.35	chr:2262791-2262850	lactose/glucose efflux system	putative transport [b2170]	NaN
A_07_P000651	yeiP	b2171	1.05	1.09	1.32	1.43	2.20	2.65	1.73	2.15	1.30	1.90	1.68	1.92	1.90	2.11	chr:2263957-2264016	predicted elongtion factor	putative elongation factor [b2171]	43.712
A_07_P000660	yeiQ	b2172	1.02	0.62	0.62	0.52	0.74	0.61	0.55	0.49	0.98	0.63	1.32	0.78	1.35	0.90	chr:2265294-2265353	"predicted dehydrogenase, NAD-dependent"	putative oxidoreductase [b2172]	-18.922
A_07_P000661	yeiR	b2173	0.60	0.72	1.03	1.07	0.91	0.96	1.27	1.26	0.79	1.50	0.97	1.08	1.10	1.19	chr:2265924-2265983	predicted enzyme	"orf, hypothetical protein [b2173]"	4.559
A_07_P000669	lpxT	b2174	2.72	1.92	2.07	1.47	2.92	2.03	2.17	2.12	3.36	2.47	4.23	3.05	6.81	4.70	chr:2267497-2267556	undecaprenyl pyrophosphate phosphatase	"orf, hypothetical protein [b2174]"	86.885
A_07_P000674	spr	b2175	0.10	0.07	0.10	0.09	0.09	0.06	0.07	0.07	0.10	0.10	0.27	0.22	0.13	0.14	chr:2268485-2268544	"predicted peptidase, outer membrane lipoprotein"	putative lipoprotein [b2175]	-175.199
A_07_P000680	rtn	b2176	0.88	0.65	1.55	1.15	0.69	0.60	1.04	0.90	0.93	0.76	1.60	1.41	0.56	0.40	chr:2270046-2270105	conserved protein	"orf, hypothetical protein [b2176]"	-13.443
A_07_P000681	yejA	b2177	1.23	1.45	1.01	1.23	1.19	1.51	1.07	1.14	1.24	1.08	0.83	1.02	0.76	0.93	chr:2271981-2272040	predicted oligopeptide transporter subunit	"orf, hypothetical protein [b2177]"	6.904
A_07_P000687	yejB	b2178	1.19	0.89	1.46	0.88	0.94	0.75	1.04	0.78	1.34	0.77	1.40	1.08	1.48	0.79	chr:2273236-2273295	predicted oligopeptide transporter subunit	putative transport system permease protein [b2178]	1.709
A_07_P000694	yejE	b2179	1.32	1.44	1.42	1.35	1.19	1.14	1.26	1.25	1.41	1.29	1.34	1.39	1.34	1.27	chr:2274252-2274311	predicted oligopeptide transporter subunit	putative transport system permease protein [b2179]	21.770
A_07_P000699	yejF	b2180	1.36	0.90	2.11	1.44	0.88	0.79	1.64	1.10	1.27	1.21	1.37	1.01	3.43	2.26	chr:2275726-2275785	fused predicted oligopeptide transporter subunits of ABC superfamilly: ATP-binding components	putative ATP-binding component of a transport system [b2180]	23.247
A_07_P000703	yejG	b2181	0.59	0.58	0.41	0.51	0.43	0.36	0.42	0.51	0.44	0.51	0.69	0.69	0.50	0.59	chr:2275976-2275917	predicted protein	"orf, hypothetical protein [b2181]"	-55.202
A_07_P000706	bcr	b2182	1.44	1.87	1.54	1.27	1.34	1.76	1.71	1.46	1.81	2.07	1.45	2.08	2.09	1.94	chr:2277056-2276997	bicyclomycin/multidrug efflux system	bicyclomycin resistance protein; transmembrane protein [b2182]	46.010
A_07_P000715	rsuA	b2183	0.92	1.05	0.90	0.95	1.07	1.14	1.07	1.06	0.93	1.41	1.05	1.38	1.50	1.62	chr:2277883-2277824	16S rRNA pseudouridylate 516 synthase	16S pseudouridylate 516 synthase [b2183]	12.196
A_07_P000717	yejH	b2184	1.70	1.53	2.50	2.24	2.14	1.97	2.38	2.31	1.93	1.61	1.53	1.25	1.49	1.26	chr:2279924-2279983	predicted ATP-dependet helicase	putative ATP-dependent helicase [b2184]	44.346
A_07_P000722	rplY	b2185	3.08	2.19	2.25	1.77	2.68	2.39	1.62	1.48	3.90	1.11	3.18	2.74	0.82	0.62	chr:2280710-2280769	50S ribosomal subunit protein L25	50S ribosomal subunit protein L25 [b2185]	50.006
A_07_P000729	yejK	b2186	1.68	1.70	1.44	1.64	2.96	2.99	2.08	2.21	2.04	1.81	2.09	2.22	0.81	0.91	chr:2281545-2281486	nucleotide associated protein	"orf, hypothetical protein [b2186]"	47.954
A_07_P000733	yejL	b2187	1.92	1.15	2.02	1.23	1.72	1.21	1.72	1.15	1.84	1.08	2.94	1.85	1.55	0.91	chr:2282173-2282232	conserved protein	"orf, hypothetical protein [b2187]"	31.512
A_07_P000736	yejM	b2188	1.63	1.03	1.65	1.13	1.47	1.00	1.33	0.99	1.13	0.87	2.03	1.30	1.76	1.16	chr:2284028-2284087	"predicted hydrolase, inner membrane"	putative sulfatase [b2188]	13.823
A_07_P000743	yejO	b2190	1.08	1.05	0.93	0.89	0.96	0.96	0.97	1.09	0.88	1.15	0.55	0.53	1.17	1.19	chr:2284569-2284510	pseudo	putative ATP-binding component of a transport system [b2190]	-4.913
A_07_P000748	insH	b2192	0.60	0.50	0.63	0.44	0.47	0.38	0.51	0.37	0.50	0.38	0.60	0.50	0.48	0.35	chr:3128221-3128280	IS5 transposase and trans-activator	IS5 transposase [b2192]	-62.957
A_07_P000752	narP	b2193	1.91	2.12	1.39	1.52	2.27	2.10	1.91	2.35	1.89	1.85	1.07	1.29	1.41	1.74	chr:2288684-2288743	DNA-binding response regulator in two-component regulatory system with NarQ or NarX	nitrate/nitrite response regulator [b2193]	44.530
A_07_P000756	ccmH	b2194	1.21	1.32	1.50	1.71	1.84	1.77	2.11	2.10	1.85	2.37	1.10	1.12	2.67	2.75	chr:2290210-2290151	"heme lyase, CcmH subunit"	possible subunit of heme lyase [b2194]	50.451
A_07_P000765	ccmG	b2195	1.07	1.66	1.42	1.91	1.23	1.84	1.71	2.42	1.40	2.50	0.97	1.49	2.09	3.18	chr:2290502-2290443	periplasmic thioredoxin of cytochrome c-type biogenesis	disulfide oxidoreductase [b2195]	45.517
A_07_P000767	ccmF	b2196	1.14	1.88	1.31	2.31	1.17	1.88	1.21	3.53	1.32	2.83	1.09	1.71	0.66	1.41	chr:2291372-2291313	"heme lyase, CcmF subunit"	cytochrome c-type biogenesis protein [b2196]	37.862
A_07_P000772	ccmE	b2197	1.09	1.75	0.92	1.26	0.97	1.45	0.96	1.37	1.06	1.17	0.81	1.12	0.76	1.16	chr:2293057-2292998	periplasmic heme chaperone	"cytochrome c biogenesis, possible subunit of a heme lyase [b2197]"	6.520
A_07_P000776	ccmD	b2198	1.35	2.27	0.99	1.84	1.19	1.87	1.69	2.15	1.46	3.11	0.77	1.57	1.38	2.79	chr:2293598-2293539	cytochrome c biogenesis protein	heme exporter protein C [b2198]	45.434
A_07_P000784	ccmC	b2199	1.08	1.79	0.97	1.60	0.88	1.54	1.13	1.82	1.14	1.87	0.78	1.28	1.37	2.44	chr:2293675-2293616	heme exporter subunit	heme exporter protein C [b2199]	25.452
A_07_P000787	ccmB	b2200	1.32	2.17	0.94	1.59	1.69	2.30	1.58	2.09	1.77	2.01	0.63	1.08	1.79	2.98	chr:2294733-2294674	heme exporter subunit	"heme exporter protein B, cytochrome c-type biogenesis protein [b2200]"	41.693
A_07_P000792	ccmA	b2201	0.90	0.92	0.70	0.75	1.34	1.29	0.91	0.99	1.06	1.04	0.70	0.66	1.02	1.02	chr:2295646-2295587	heme exporter subunit	ATP binding protein of heme exporter A [b2201]	-1.893
A_07_P000799	napC	b2202	0.91	0.90	0.82	0.77	0.96	1.15	0.91	0.88	0.85	0.85	0.72	0.74	1.06	1.07	chr:2295865-2295806	"nitrate reductase, cytochrome c-type, periplasmic"	cytochrome c-type protein [b2202]	-9.897
A_07_P000804	napB	b2203	0.72	1.53	0.60	1.35	1.19	1.69	1.03	1.70	0.86	2.03	0.69	1.47	1.04	2.25	chr:2296548-2296489	"nitrate reductase, small, cytochrome C550 subunit, periplasmic"	cytochrome c-type protein [b2203]	19.103
A_07_P000808	napH	b2204	0.80	0.85	0.85	1.03	1.31	1.27	1.03	1.47	1.08	1.84	0.87	0.96	1.34	1.39	chr:2296801-2296742	ferredoxin-type protein essential for electron transfer from ubiquinol to periplasmic nitrate reductase (NapAB)	ferredoxin-type protein: electron transfer [b2204]	16.800
A_07_P000815	napG	b2205	0.93	1.26	1.29	1.15	1.23	1.60	2.30	1.01	1.30	1.25	0.70	0.97	1.53	1.44	chr:2297714-2297655	ferredoxin-type protein essential for electron transfer from ubiquinol to periplasmic nitrate reductase (NapAB)	ferredoxin-type protein: electron transfer [b2205]	17.930
A_07_P000816	napA	b2206	0.96	1.43	0.67	1.04	1.08	1.50	0.75	1.09	1.27	1.30	0.68	1.01	0.84	1.48	chr:2298727-2298668	"nitrate reductase, periplasmic, large subunit"	probable nitrate reductase 3 [b2206]	8.393
A_07_P000822	napD	b2207	0.76	1.14	1.08	1.48	1.17	1.40	1.79	1.48	1.01	1.28	0.65	1.03	0.91	1.18	chr:2300894-2300835	assembly protein for periplasmic nitrate reductase	"orf, hypothetical protein [b2207]"	9.620
A_07_P000827	napF	b2208	0.61	0.90	0.51	0.70	0.85	0.89	0.60	0.70	0.72	0.66	0.62	0.89	0.42	0.55	chr:2301425-2301366	"ferredoxin-type protein, predicted role in electron transfer to periplasmic nitrate reductase (NapA)"	ferredoxin-type protein: electron transfer [b2208]	-31.180
A_07_P000831	eco	b2209	0.58	0.38	1.03	0.73	0.82	0.53	1.28	0.90	0.62	0.93	1.10	0.64	0.54	0.38	chr:2302181-2302240	"ecotin, a serine protease inhibitor"	"ecotin, a serine protease inhibitor [b2209]"	-25.673
A_07_P000836	mqo	b2210	0.74	1.14	0.91	1.67	1.30	1.67	1.70	2.43	1.55	3.26	3.02	4.77	4.33	6.52	chr:2303739-2303680	"malate dehydrogenase, FAD/NAD(P)-binding domain"	"orf, hypothetical protein [b2210]"	69.143
A_07_P000842	yojI	b2211	1.48	1.67	1.30	1.56	2.03	2.06	1.52	1.79	1.11	1.19	1.57	1.66	0.87	0.99	chr:2305138-2305079	fused predicted multidrug transport subunits of ABC superfamily: membrane component/ATP-binding component	putative ATP-binding component of a transport system [b2211]	22.769
A_07_P000848	alkB	b2212	0.83	1.20	0.91	1.53	1.17	1.44	1.64	2.32	1.16	2.09	0.65	1.01	1.14	1.51	chr:2306907-2306848	oxidative demethylase of N1-methyladenine or N3-methylcytosine DNA lesions	DNA repair system specific for alkylated DNA [b2212]	23.945
A_07_P000854	ada	b2213	1.71	1.85	1.14	1.51	2.51	2.21	1.70	1.84	2.21	1.32	1.15	1.17	1.24	1.48	chr:2308097-2308038	fused DNA-binding transcriptional dual regulator/O6-methylguanine-DNA methyltransferase	O6-methylguanine-DNA methyltransferase; transcription activator/repressor [b2213]	38.272
A_07_P000856	apbE	b2214	2.59	3.12	1.87	3.03	3.93	4.32	3.55	5.36	2.64	4.49	2.45	2.98	1.70	2.80	chr:2308572-2308513	predicted thiamine biosynthesis lipoprotein	"orf, hypothetical protein [b2214]"	92.249
A_07_P000863	ompC	b2215	0.59	0.54	0.79	0.95	0.59	0.55	0.67	0.88	0.45	0.65	1.09	1.22	0.40	0.43	chr:2309851-2309792	outer membrane porin protein C	outer membrane protein 1b [b2215]	-37.934
A_07_P000870	rcsD	b2216	1.22	1.11	1.30	1.09	1.39	1.44	1.67	1.53	1.76	1.40	1.11	1.00	1.40	1.16	chr:2314095-2314154	phosphotransfer intermediate protein in two-component regulatory system with RcsBC	putative 2-component sensor protein [b2216]	26.360
A_07_P000871	rcsB	b2217	1.30	1.37	1.12	1.00	0.97	1.02	0.93	1.01	1.62	1.07	0.85	0.97	1.44	1.25	chr:2314789-2314848	DNA-binding response regulator in two-component regulatory system with RcsC and YojN	"positive response regulator for colanic capsule biosynthesis, [b2217]"	11.897
A_07_P000879	rcsC	b2218	1.28	1.36	1.02	1.12	1.21	1.05	0.97	1.06	1.18	1.09	0.80	0.88	1.58	1.75	chr:2315300-2315241	hybrid sensory kinase in two-component regulatory system with RcsB and YojN	"sensor for ctr capsule biosynthesis, probable histidine kinase acting on RcsB [b2218]"	10.114
A_07_P000883	atoS	b2219	0.35	0.18	0.54	0.42	0.32		0.54	0.42	0.13		0.36	0.21	0.23	0.13	chr:2319527-2319586	sensory histidine kinase in two-component regulatory system with AtoC	sensor protein AtoS for response regulator AtoC [b2219]	NaN
A_07_P000888	atoC	b2220	0.50	0.42	0.69	0.55	0.26	0.30	0.48	0.48	0.41	0.40	0.43	0.40	0.62	0.47	chr:2321125-2321184	"fused response regulator of ato operon, in two-component system with AtoS: response regulator/sigma54 interaction protein"	"response regulator of ato, ornithine decarboxylase antizyme [b2220]"	-68.269
A_07_P000894	atoD	b2221	1.05	0.80	1.25	1.11	1.32		1.24		1.32		0.75	0.43			chr:2321584-2321643	"acetyl-CoA:acetoacetyl-CoA transferase, alpha subunit"	acetyl-CoA:acetoacetyl-CoA transferase alpha subunit [b2221]	NaN
A_07_P000897	atoA	b2222					0.01										chr:2322228-2322287	"acetyl-CoA:acetoacetyl-CoA transferase, beta subunit"	acetyl-CoA:acetoacetyl-CoA transferase beta subunit [b2222]	NaN
A_07_P000905	atoE	b2223															chr:2323773-2323832	short chain fatty acid transporter	short chain fatty acid transporter [b2223]	NaN
A_07_P000906	atoB	b2224	1.21	1.12			1.25	1.12			1.61		0.86	0.86		1.30	chr:2324737-2324796	acetyl-CoA acetyltransferase	acetyl-CoA acetyltransferase [b2224]	NaN
A_07_P000913	yfaP	b2225	1.22	1.19	1.44	1.15	0.88	0.93	1.54	1.02	1.08	1.15	1.29	1.09	1.47	1.19	chr:2325481-2325422	conserved protein	"orf, hypothetical protein [b2225]"	11.086
A_07_P000918	yfaQ	b2226		0.98	1.23	0.86	1.68	1.02	1.16	1.34		1.00	1.97	0.97		0.26	chr:2326234-2326175	predicted protein	"orf, hypothetical protein [b2226]"	NaN
A_07_P000922	yfaS	b4500	1.21	1.36	1.20	0.95	1.19	1.48	0.83		1.13		0.76	1.02	1.03	1.85	chr:2328253-2328194	pseudogene	"pseudogene, UPF0192 family~putative membrane protein [b4500]"	NaN
A_07_P000926	yfaS	b4500	0.99	1.37	1.35	1.54	1.39	1.92	1.13	1.34	1.00		0.93	1.47	0.68	0.94	chr:2328807-2328748	pseudogene	"pseudogene, putative membrane protein [b4500]"	NaN
A_07_P000934	yfaT	b2229	1.44	1.65	1.06	1.13	3.39	2.57	1.05		4.63		1.47	1.58	1.24	1.84	chr:2332647-2332588	predicted protein	"orf, hypothetical protein [b2229]"	NaN
A_07_P000938	yfaA	b2230	1.18	1.63	1.08	1.53	1.03	1.54	1.03		3.01		1.94	2.27			chr:2333101-2333042	predicted protein	"orf, hypothetical protein [b2230]"	NaN
A_07_P000942	gyrA	b2231	1.27	1.68	1.08	1.58	1.96	2.30	1.33	1.66	1.59	1.66	1.77	2.04	0.51	0.77	chr:2335371-2335312	"DNA gyrase (type II topoisomerase), subunit A"	"DNA gyrase, subunit A, type II topoisomerase [b2231]"	30.234
A_07_P000949	ubiG	b2232	0.98	1.35	1.07	1.61	0.88	1.46	1.03	1.41	1.14	1.52	1.21	1.68	1.05	1.49	chr:2338231-2338290	bifunctional 3-demethylubiquinone-9 3-methyltransferase/ 2-octaprenyl-6-hydroxy phenol methylase	3-demethylubiquinone-9 3-methyltransferase and 2-octaprenyl-6-hydroxy phenol methylase [b2232]	19.430
A_07_P000955	yfaL	b2233	1.09	0.86	1.67	1.44	1.55	1.44	2.14	1.98	1.24	1.80	1.68	1.52	1.43	1.06	chr:2338648-2338589	adhesin	putative ATP-binding component of a transport system [b2233]	31.822
A_07_P000956	nrdA	b2234	0.82	0.92	0.76	1.08	0.64	0.65	0.45	0.59	0.58	0.96	1.11	1.26	0.51	0.68	chr:2344934-2344993	"ribonucleoside diphosphate reductase 1, alpha subunit"	"ribonucleoside diphosphate reductase 1, alpha subunit, B1 [b2234]"	-24.202
A_07_P000962	nrdB	b2235	0.97	1.17	0.79	1.01	0.66	0.57	0.46	0.49	0.70	0.68	0.98	1.23	0.63	0.79	chr:2346307-2346366	"ribonucleoside diphosphate reductase 1, beta subunit, ferritin-like protein"	"ribonucleoside-diphosphate reductase 1, beta subunit, B2 [b2235]"	-26.208
A_07_P000966	yfaE	b2236	1.20	1.54	0.99	1.46	0.77	0.92	0.72	1.18	1.01	1.75	1.40	1.62	1.63	2.21	chr:2346722-2346781	predicted 2Fe-2S cluster-containing protein	"orf, hypothetical protein [b2236]"	20.079
A_07_P000971	inaA	b2237	0.69	0.73	0.81	1.03	0.76	0.61	0.78	0.98	0.70	1.03	1.05	1.01	0.76	1.00	chr:2347027-2346968	conserved protein	pH-inducible protein involved in stress response [b2237]	-12.717
A_07_P000977	yfaH	b2238	1.58	1.58	1.92	1.27	1.67	1.18			1.82		1.81	1.21			chr:2347849-2347908	pseudogene	"orf, hypothetical protein [b2238]"	NaN
A_07_P000982	glpQ	b2239	0.43	0.34	1.17	0.55	0.63	0.60	1.00	0.63	0.99	0.56	0.57	0.45	1.21	0.64	chr:2348090-2348031	periplasmic glycerophosphodiester phosphodiesterase	"glycerophosphodiester phosphodiesterase, periplasmic [b2239]"	-29.072
A_07_P000990	glpT	b2240	0.24	0.30	0.15	0.27	0.28	0.48	0.43	0.31	0.29	0.24	0.29	0.38	0.56	0.53	chr:2349117-2349058	sn-glycerol-3-phosphate transporter	sn-glycerol-3-phosphate permease [b2240]	-90.928
A_07_P000991	glpA	b2241	1.35	1.70	1.77	1.13	0.93	1.43	0.78		1.51		0.87	1.03	2.39	3.00	chr:2351486-2351545	"sn-glycerol-3-phosphate dehydrogenase (anaerobic), large subunit, FAD/NAD(P)-binding"	sn-glycerol-3-phosphate dehydrogenase [b2241]	NaN
A_07_P000998	glpB	b2242	0.91	0.71	1.21	1.01	1.37	1.18	1.50	1.10	1.06	1.24	0.86	0.66	0.91	0.86	chr:2353118-2353177	"sn-glycerol-3-phosphate dehydrogenase (anaerobic), membrane anchor subunit"	sn-glycerol-3-phosphate dehydrogenase [b2242]	4.002
A_07_P001001	glpC	b2243	1.16	0.77	1.61								1.71	1.52			chr:2354082-2354141	"sn-glycerol-3-phosphate dehydrogenase (anaerobic), small subunit"	sn-glycerol-3-phosphate dehydrogenase [b2243]	NaN
A_07_P001008	yfaD	b2244	1.04	0.98	2.00	1.06	0.97	0.78	1.27	0.97	1.51		1.46	0.85		0.44	chr:2355531-2355590	conserved protein	"orf, hypothetical protein [b2244]"	NaN
A_07_P001012	yfaU	b2245	0.71	1.12	0.80	1.13	0.48	0.85	0.56	1.07	0.53	1.48	0.41	0.72	1.11	2.13	chr:2356125-2356066	"predicted 2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase"	"orf, hypothetical protein [b2245]"	-12.865
A_07_P001019	yfaV	b2246	0.87	0.85	0.72	1.52	0.81		0.65		0.80		0.77	1.26	0.28	0.41	chr:2357450-2357391	predicted transporter	putative transport protein [b2246]	NaN
A_07_P001021	yfaW	b2247	0.61	0.47	0.45	0.42	0.14	0.11	0.06	0.08	0.07		0.12	0.29	0.04	0.01	chr:2358324-2358265	predicted enolase	putative racemase [b2247]	NaN
A_07_P001027	yfaX	b2248	0.28	0.34	0.88	0.37	0.54	0.41	0.41	0.51	0.01		0.61	0.40	0.29	0.12	chr:2359932-2359873	predicted DNA-binding transcriptional regulator	putative regulator [b2248]	NaN
A_07_P001034	yfaY	b2249	0.82	0.94	1.15	1.06	0.76	0.75	0.97	1.07	0.75	1.25	0.94	1.13	1.14	1.27	chr:2361220-2361161	conserved protein	"orf, hypothetical protein [b2249]"	-1.268
A_07_P001040	yfaZ	b2250	1.95	4.16	0.99	2.26	2.61	5.03	2.46	4.63	4.21	5.38	1.65	3.67	1.85	3.85	chr:2361949-2361890	predicted outer membrane porin protein	"orf, hypothetical protein [b2250]"	98.788
A_07_P001045	nudI	b2251	0.79	1.13	0.81	0.85	0.52	0.79	0.75	0.71	0.88	1.21	1.44	1.94	4.52	4.96	chr:2362925-2362984	predicted NUDIX hydrolase	"orf, hypothetical protein [b2251]"	15.695
A_07_P001047	ais	b2252	2.11	1.36	1.51	1.08	1.36	0.99	1.33	1.04	1.75	0.69	1.35	0.80	2.50	1.37	chr:2363137-2363078	conserved protein	protein induced by aluminum [b2252]	15.820
A_07_P001051	arnB	b2253	3.61	1.34	2.95	1.16	3.26	1.37	3.01	2.34	2.73		1.49	0.57		0.01	chr:2364820-2364879	"uridine 5'-(beta-1-threo-pentapyranosyl-4-ulose diphosphate) aminotransferase, PLP-dependent"	putative enzyme [b2253]	NaN
A_07_P001060	arnC	b2254	1.63	1.25	2.55	1.71	2.48	1.99	2.53	2.19	1.42	1.20	0.87	0.65	0.66	0.50	chr:2365923-2365982	undecaprenyl phosphate-L-Ara4FN transferase	putative sugar transferase [b2254]	18.479
A_07_P001065	arnA	b2255	0.89	1.02	1.14	1.28	0.87	0.83	1.12	1.14	1.16		0.93	0.74	0.31	0.31	chr:2367652-2367711	fused UDP-L-Ara4N formyltransferase/UDP-GlcA C-4'-decarboxylase	putative transformylase [b2255]	NaN
A_07_P001070	arnD	b2256	1.19	1.40	1.66	1.81	1.46	1.43	1.86	2.10	1.07	0.97	0.68	0.74	0.90	0.95	chr:2368732-2368791	conserved protein	"orf, hypothetical protein [b2256]"	8.302
A_07_P001072	arnT	b2257	0.37	0.35	0.47	0.39	0.34	0.36	0.43	0.38	0.36	0.35	0.35	0.30	0.32	0.26	chr:2370337-2370396	4-amino-4-deoxy-L-arabinose transferase	"orf, hypothetical protein [b2257]"	-83.631
A_07_P001077	arnF	b2258	0.81	0.86	1.18	0.92	0.86	0.73	1.03		0.85	0.01	0.70	0.70	0.77	0.73	chr:2371104-2371163	predicted inner membrane protein	putative transport/receptor protein [b2258]	NaN
A_07_P001081	pmrD	b2259	0.64	0.49	0.42	0.34	0.56	0.39	0.29	0.27	0.37	0.26	0.59	0.41	0.54	0.41	chr:2371416-2371357	polymyxin resistance protein B	polymyxin resistance protein B [b2259]	-77.439
A_07_P001090	menE	b2260	1.03	1.68	1.29	2.33	1.48	2.50	1.96	2.35	1.20	3.06	1.18	2.05	2.33	4.02	chr:2372011-2371952	o-succinylbenzoate-CoA ligase	o-succinylbenzoate-CoA ligase [b2260]	53.772
A_07_P001094	menC	b2261	0.76	1.53	0.81	1.33	1.07	2.02	1.09	1.42	0.84	1.86	0.64	1.52	1.57	3.35	chr:2373629-2373570	o-succinylbenzoyl-CoA synthase	o-succinylbenzoyl-CoA synthase; conversion of chorismate to 2-o-succinylbenzoyl-CoA [b2261]	21.938
A_07_P001100	menB	b2262	1.07	1.29	0.90	1.13	1.27	1.15	1.14	1.09	1.00	1.26	0.83	1.13	1.73	2.19	chr:2374772-2374713	dihydroxynaphthoic acid synthetase	dihydroxynaphtoic acid synthetase [b2262]	13.939
A_07_P001104	yfbB	b2263	0.97	1.28	1.04	1.45	1.17	1.58	1.47	1.57	1.32	2.04	0.84	1.28	3.17	4.37	chr:2375049-2374990	predicted peptidase	putative enzyme [b2263]	38.491
A_07_P001109	menD	b2264	1.30	1.50	0.95	1.07	1.21	1.36	0.89	1.07	1.34	1.27	1.11	1.35	1.42	1.68	chr:2375777-2375718	bifunctional 2-oxoglutarate decarboxylase/ SHCHC synthase	2-oxoglutarate decarboxylase; SHCHC synthase [b2264]	18.716
A_07_P001112	menF	b2265	1.36	1.47	1.25	1.46	1.71	1.78	2.00	2.47	1.96	2.18	1.12	1.22	1.92	1.98	chr:2378010-2377951	isochorismate synthase 2	"isochorismate hydroxymutase 2, menaquinone biosynthesis [b2265]"	47.047
A_07_P001117	elaB	b2266	0.16	0.17	0.34	0.32	0.07	0.07	0.14	0.12	0.06	0.09	0.15	0.17	0.11	0.10	chr:2378920-2378861	conserved protein	"orf, hypothetical protein [b2266]"	-182.786
A_07_P001124	elaA	b2267	0.62	0.71	0.69	1.02	0.62	0.81	0.80	0.99	1.18		1.07	1.05	0.52	0.72	chr:2379206-2379147	predicted acyltransferase with acyl-CoA N-acyltransferase domain	"orf, hypothetical protein [b2267]"	NaN
